book_id,copy_count,access_type_sample
B_34295722db1007,1,
B_3429e99581b583,1,
B_342d5c442b52c6,1,
B_342dd295eece36,2,
B_342fdec347eedf,2,
B_3430552e5d636f,1,
B_34322d55725aa7,1,
B_34344ff91aa713,2,
B_34349833170724,3,
B_3435d4e4b1e47f,1,
B_3439f1c2bee9ea,1,
B_343b70d9c993c2,1,
B_343c159a06c510,2,
B_343c8e97600d97,1,
B_343d9df9f3e30e,1,
B_343dce0890cacd,2,
B_3441accf9aa467,1,
B_3443dce3e88abf,150,
B_3445a93fdbe0fa,2,
B_3446270499e4c4,2,
B_344acf6159d39b,2,
B_3450bceee825a6,1,
B_345aee6157d43f,1,
B_345e7bf3db31fc,1,
B_3461a501715a25,2,
B_34637687056e1e,1,
B_3463b03114ddb7,1,
B_3463bdcc8cb996,1,
B_3464b7b6a143b3,4,
B_346691bdd59c1d,2,
B_346bdab389b812,1,
B_346cc27b5f6108,1,
B_34777ee1c8922a,1,
B_34779b41340e71,1,
B_347c5095d421f1,1,
B_347f1255fe78b1,4,
B_3480d40dd8fcad,2,
B_3481679b7aabd2,4,
B_348decb0749a81,2,
B_348e81b599045d,1,
B_348e9fa557f90d,2,
B_3492a6b431e1b5,1,
B_3492b03a2175be,3,
B_34952494c6ddc8,4,
B_3495e92e09e9ee,4,
B_349bfec38614f1,2,
B_349dde4e1be2e4,1,
B_349e436cc297fe,1,
B_34a105bcfdf97d,2,
B_34a11a6abc500e,1,
B_34a4648918eec6,3,
B_34a4b54bfa2a74,4,
B_34a57a47f0fc2b,4,
B_34a864e62ee527,1,
B_34a8f355a72f0e,1,
B_34ac8bc12feaf8,1,
B_34ae929bf8f297,1,
B_34b134bfb64668,4,
B_34b14cb9eeda95,2,
B_34b1647081eb00,4,
B_34b2d613464f56,1,
B_34b3e1f8b05c51,1,
B_34b66fbf6475de,1,
B_34c0898ee56f08,2,Dapat dipinjam
B_34c1973f5308df,1,
B_34c545b8b9728f,1,
B_34c8050700229c,1,
B_34ccd204e156da,2,
B_34d3b25b22fb46,1,
B_34d62efa87e014,4,
B_34d7a80725016a,1,
B_34da3fd007034c,2,
B_34df9a4d0fd538,1,
B_34e305da5b6b8b,1,
B_34e4cd5c64ffd5,1,
B_34e51e3b1f3554,1,
B_34e5b07815216b,1,
B_34e7cf3ed7ef1e,1,
B_34e88b3ec956e2,2,
B_34e9f3abc19a1f,1,
B_34ed4fbea995ff,2,
B_34ed6e367e9637,1,
B_34ef9f092287c1,1,
B_34f00f24ae6629,1,
B_34f0606b144e1c,1,
B_34f2d7e70f560b,1,
B_34f84e72a3a79d,1,
B_34fa165d561114,1,
B_34fa5f01c6ef75,2,Dapat dipinjam
B_34fa5fb06d98fb,2,
B_34fafe3983826a,4,
B_34fc0f0855d9f1,4,
B_34ffec345cc8fa,1,
B_3503ca47773fab,1,
B_3504bba97c8881,2,
B_35050b1940fe78,1,
B_350602e71db291,1,
B_3507942dda8b8d,2,
B_3508dd3094ea72,2,
B_3508e45dd456d0,1,
B_350b30a68c014d,2,
B_35113d6e7da501,1,
B_3512cf98017f34,2,Dapat dipinjam
B_3517ff38562476,1,
B_351d456e0ef95f,1,
B_351ede771eea75,4,
B_3520d5ee59514a,1,
B_3521535bc10039,1,
B_3521e03a840ae9,1,
B_3521e350ef37ba,1,
B_352250567d2242,1,
B_35240170476b9d,1,
B_35265a3cb5fb12,1,
B_3529439958627c,1,
B_352990ad53d1c5,2,Dapat dipinjam
B_3529bccefeb775,1,
B_352a56ce555844,1,
B_352b48ea13f4e6,3,Dapat dipinjam
B_3530808a6b3b28,1,
B_353117b81e9c84,1,
B_353803079e9173,2,
B_3539ad6248bcfb,2,
B_3539f920ef307b,2,
B_353d76e8f81241,4,
B_353e642760135b,1,
B_354052963c1dc1,1,
B_354117d3c93104,2,
B_3543f7709d195b,2,
B_35442971c8e9b8,2,
B_354a319ad2644d,4,
B_354a89acafb41e,2,
B_354e5c7373965a,2,
B_354ecf252c7b59,2,
B_355227fca64a5b,4,
B_35524c70f819f2,1,
B_3555afb44ea8c5,4,
B_35585614a46c7f,2,
B_355a269f10d522,1,
B_355c5a999d8c5f,1,
B_355e56050598d2,1,
B_356383851d1497,1,
B_356c49bd5756e5,1,
B_357069a143a669,2,
B_3572dc22d0f280,1,
B_3574c134caeac9,2,
B_3579adbcdf172b,2,
B_357b8e2722a6f6,2,
B_357d76da1bbdcc,1,
B_3581f630c365f8,1,
B_35831d72c9ce54,2,
B_3586085e107808,2,
B_358728baa6fabb,2,
B_35894593902089,1,
B_358df307bddf93,1,
B_3595e3b2da1aa6,1,
B_3596d57b0267ef,2,
B_3597548da85fc6,2,
B_359ce0f5185103,4,
B_359dcff7c03ced,1,
B_359e590905badd,1,
B_359eb604f54cff,2,
B_35a01f55eaa25b,2,
B_35a45c5e3a443c,2,
B_35a86197947efe,2,
B_35b02e40314fbe,1,
B_35b035e344f943,4,
B_35b329bbb259bc,2,
B_35b7116b684097,15,
B_35b8c1329c73b4,1,
B_35b9fc264a0c9d,2,
B_35ba6dd96f386d,22,
B_35bc4f01886639,2,
B_35bec130d56f57,4,
B_35c040053ad3fa,1,
B_35c411a6a3bd96,2,
B_35c9dd21de1890,1,
B_35ca942a5172a9,2,
B_35ce816da287d2,1,
B_35ce96012c44e6,1,
B_35d2ab4627eedd,2,
B_35d65007724ab3,1,
B_35d6973bf0a450,1,
B_35daa150b52bd9,1,
B_35df70196170c7,1,
B_35e3dfc1a88460,2,
B_35e67940b17012,2,
B_35e8a81894b5b0,1,
B_35e8ca2f697344,8,
B_35e9240c98a49a,2,
B_35eb575a73e190,2,
B_35ed1f3e6e89e7,1,
B_35ee223daf5596,1,
B_35f05b0f7d8513,1,
B_35f1cf3c1baf53,2,
B_35f36965effde0,150,
B_35f5eb2501be44,1,
B_35f7ef0b74b2ef,1,
B_35fb6d52d30e23,2,
B_35fb7ae6bf760b,6,
B_3600bbe3409ed2,1,
B_36051bc19981f1,1,
B_3606aa7f20e948,2,
B_360775b7b995b7,2,
B_3608d26b68e7f8,4,
B_3609ee8cf641fd,1,
B_3609ff063d7823,4,
B_360b1db41c5621,1,
B_360eed73c95373,1,
B_3613e927d585f5,1,
B_3614192abbad09,2,
B_361759871f0b3a,1,
B_36187c6792d3f8,2,
B_3618e82678cd3d,1,
B_361af58fc38307,1,
B_361c07062f26b0,1,
B_3620abab4123d2,1,
B_3620daa9667c38,1,
B_3621db6c384f16,2,
B_3622f06267fb39,1,
B_3623143369b3f1,1,
B_362637aeae163a,2,
B_3626a0d940e498,2,
B_3628bc391c9ee6,1,
B_362a20b4e73e1e,1,
B_362e9a9c3a8bca,2,
B_363005701bdf71,2,
B_3632e83839b39c,1,
B_3638abd24390a2,1,
B_3639a72f9d12c7,1,
B_363a1f19464b42,1,
B_363c7d0295fc36,2,
B_363c877c70e4b0,1,
B_364175610eee7a,4,
B_364205ca5a78f9,2,
B_3643c6143a25a8,1,
B_3646aa30b4a6fd,2,
B_364750331cb78b,1,
B_3649d9cbd1984c,1,
B_364e2bdf7feb4f,2,
B_364e2ca1edbd82,2,
B_3652fa6031b0ec,2,
B_3654369cfbe461,1,
B_365636018f6200,1,
B_3656b81cc05268,1,
B_365d2ca6e079e5,1,
B_365f5f16eb9ac4,1,
B_365f9efb7408ca,1,
B_3660cc5b81dae4,1,
B_36623249d540b2,4,
B_366c817dd04323,2,
B_366e7545c70c8d,1,
B_366ef185bb4d30,1,
B_366f7f3af9df69,2,
B_36702bdec08bdf,1,
B_3674eec78d0220,1,
B_3675a47d67489e,1,
B_367b2b5539631d,1,
B_367d8abbfc8fdc,1,
B_367e1c764cafbc,2,
B_368372bdd31ec6,1,
B_3684090f519611,1,
B_3686a28ffcfa79,1,
B_3689d77d5407c3,22,
B_368d60b51c68dd,1,
B_3691dbbd6773cb,1,
B_3691e6bb8f21e7,1,
B_3692334a84b141,1,
B_3693b066a487e9,1,
B_3695bbc557822d,1,
B_3696576864eab2,2,
B_36966372cf4aa2,1,
B_3699d0c1da82cc,1,
B_369aee2f451147,2,
B_369b3b0a5e70ed,1,
B_369b6f5ee8751f,1,
B_369d9e0fda8674,2,
B_369dd56acb4cba,1,
B_369f8b48cf6f0e,1,
B_36a0de1e323822,2,
B_36a1614869b5b5,4,
B_36a4241e09e85c,2,
B_36a72cc9d2f4a8,22,
B_36ad1dc283ca2c,2,
B_36ae112c37bf3c,5,
B_36b1b2442d78ed,1,
B_36beb21ac91c59,2,
B_36c485397b73b9,1,
B_36c655a566c145,1,
B_36c72e4a46d04d,1,
B_36cc4a83e3656b,2,
B_36ce642f55e5ef,1,
B_36d253a5cf3aec,1,
B_36d29005d9664c,1,
B_36d343b46da01f,1,
B_36d3af717a65ae,2,
B_36d56f9a44f6ad,1,
B_36d78ffaf1c669,2,
B_36de32df91eabe,1,
B_36e80de74712f6,1,
B_36e82b2e736285,4,
B_36eb422f8d94ee,2,
B_36ec05d6137d24,1,
B_36eed92832202f,1,
B_36f07f28e1f8e3,1,
B_36f1409d2ae8be,1,
B_36f25ed466d1da,2,
B_36f37910f83755,2,
B_36f692bcd25b71,4,
B_36f79411b29a72,1,
B_36f827df9fcd34,1,
B_36fadabd48bf0e,1,
B_36fc6d91e505dd,6,
B_36fcb3b833ce87,1,
B_36fd935a547fbd,2,Dapat dipinjam
B_36ff083d90a5f4,1,
B_36fffb0eb360be,6,
B_370b56c38a185b,1,
B_370bd0f8102107,2,
B_370f3cdfa78637,1,
B_370f94cce232ca,4,
B_37107e6bdf71dd,2,
B_371081aff64487,2,
B_37113782f67321,1,
B_3712c8235e2b57,1,
B_3717d53499336e,1,
B_371ac367890409,1,
B_371ad2d7acda7b,1,
B_371afa5693762d,1,
B_371b04064086b4,2,Dapat dipinjam
B_371ba3394974ad,2,
B_3722400185ee5f,6,
B_372292d4f86909,1,
B_372337cfbe45e3,1,
B_37246ef4da0033,2,
B_3725c31e520d4a,2,
B_3725f47cacdcfc,1,
B_3728a081611412,2,
B_372b08c31b78dd,2,
B_372f7687aeef65,1,
B_372f98c5e6249e,2,Dapat dipinjam
B_372fc3b5a1bcc7,1,
B_3736072e005591,2,
B_373613a97df0b8,1,
B_37371ea86f7cfc,2,
B_37373312fab73a,4,
B_37386efbbade39,5,
B_373927717e4631,2,
B_3739ec34bf7150,1,
B_373af6eb5ac0f6,1,
B_373be71bac57cb,2,
B_373fbd639d1ba0,2,
B_37423f15da287a,1,
B_37461232033a11,2,
B_37461d8ec6c230,22,
B_3748370213933a,1,
B_374abdcec22d86,2,Dapat dipinjam
B_374ad9f2571f67,2,
B_374ba9a1f3886e,3,
B_374baec9fc3637,1,
B_374c6439d86cc0,1,
B_374e04452fe695,2,
B_374e27d415012f,1,
B_37563d7ddaaa18,2,
B_375b3aa65e5ac2,4,
B_375e8b3cfda795,1,
B_375f718aef9277,1,
B_376100bd1c90c8,1,
B_37622868d36b10,1,Dapat dipinjam
B_3765a5e0fe9444,1,
B_37665f1acfcf82,1,
B_376a4f32ca23e6,1,
B_376b5190056033,1,
B_3770a529c5bb87,1,
B_3775de16ea5575,1,
B_3778be73629c04,4,
B_3778c384d8dd67,3,
B_37791008ee1eb6,2,
B_37794b842334bb,1,
B_377a5d14251aa9,1,
B_377b296b94c982,1,
B_377fe76c9677a5,1,
B_3785c2aa5bca64,1,
B_3788ef2cd33ddb,1,
B_37896ac4d6c7d4,1,
B_378b38e5d23252,1,
B_378ca21aab6337,1,
B_378d7d8c4a630e,2,
B_3792aa38331f3b,1,
B_379343c94ab018,4,
B_3795d61a2c342d,4,
B_3797d345e3f792,2,
B_3798cade45fab9,1,Dapat dipinjam
B_379b0220598305,2,
B_379b574cb6e764,2,
B_379c7516f2ad97,1,
B_379da91e2e451a,1,
B_379dbef1c00006,1,
B_379de06ba34ba3,1,
B_379e80b5a26218,20,
B_37a1a26b3c89b3,1,
B_37a2323fe5826d,1,
B_37a45d2c86cc9e,1,
B_37a60b18824fe4,1,
B_37a7772bfa0652,1,
B_37a99d93ff8a2a,1,
B_37ac42df39e36b,1,
B_37b0053922e19e,4,
B_37b04fb95cbb32,2,
B_37b21354cba72d,2,
B_37b43a9538e468,1,
B_37ba8e05369c90,1,
B_37bac6b40a139f,1,
B_37bd36df878df0,4,
B_37beeaa36287f6,1,
B_37bf3ed510e2b6,1,
B_37bfa3bbabed23,1,
B_37c047e5105433,1,
B_37c22bd60dc9c2,2,
B_37c6b5c6fc176f,1,
B_37c70ae3cd889e,1,
B_37c95c291bf4de,4,
B_37c99349cb1295,1,
B_37ce3e7405d8e1,2,
B_37d120773c8e65,1,
B_37d2ccf73c7c51,1,
B_37d31404630e3a,1,
B_37d33056f41a72,2,
B_37d371401c8ad6,2,
B_37d50e041a2d01,1,
B_37d59b7bb46046,1,
B_37d74a4b33c556,1,
B_37d7a6c514635c,1,
B_37d8c58f19ff5c,4,
B_37dc284a270220,1,
B_37dcd9724cf154,1,
B_37e029265b56a2,1,
B_37e3827e71e748,2,
B_37e60fa99c7414,1,
B_37e7c851ca2571,1,
B_37eb3b6fe831ec,2,
B_37ed766601c4c5,8,
B_37f34d79d39255,2,
B_37fe9b8ea495bf,1,
B_37ffbc3943ce0c,2,
B_3802a6e9d00ae0,2,
B_3807f35dad2a37,1,
B_380a4fe892ec2c,2,
B_380b34b976798a,1,
B_380ca77235ada6,2,
B_380f9771c58842,4,
B_38112b25925325,1,
B_3812c06a7b8c2a,2,
B_3812efef3f62da,1,
B_38143f04fc64c8,2,
B_38148b455bb7be,1,
B_3818c366a0c732,2,
B_381ceb4d425f6a,1,
B_381eb933bf6634,2,
B_3823f4f4a5d73c,2,
B_38248421a2a035,2,
B_3826090931365b,2,
B_382619388ed137,2,
B_382666249b8115,2,
B_3828858139e544,1,
B_3828b15e47b785,4,
B_38291b5cfecced,1,
B_382a07404ddb42,1,
B_382a87a06fbef1,1,
B_382db4f5f02270,2,
B_382dd0efff2133,2,
B_3831daf4023ca4,1,
B_3832056dc08305,1,
B_38321402433400,4,
B_383351c307112c,1,
B_38341b03b346d5,2,
B_38387de64b0914,4,
B_383925bd09380b,1,
B_38399b99aa1756,1,
B_383f8b4f800b20,2,
B_384186f603f52f,1,
B_38418d6a871f9f,1,
B_38460d07a85937,1,
B_384f51cd040d3d,1,
B_385132eb107d6a,1,
B_38514096983a64,1,
B_3851a85620c6eb,1,
B_3853a5909a7f1e,1,
B_385638bf885ff8,1,
B_385f49c40a13fb,1,
B_3864965cd34131,1,
B_3865cfd124988c,2,
B_3867cb67d1bef0,4,
B_38690b20cab16b,4,
B_386a22073f7b79,1,
B_386ca4e5ba30ad,1,
B_3870906cfe77a1,1,
B_3872b27b7b368a,2,
B_38773a2a3b606e,4,
B_3879627eb3ea59,1,
B_387b4decfde179,1,
B_387c4ebc482f42,1,
B_387e09f34ccd60,3,
B_3887636db00f8e,4,
B_38880ed83edab6,1,
B_38889cecd5f9d6,2,
B_388bf8841f9ac7,2,
B_388d0d9472e4c2,1,
B_388e8c27787715,2,Dapat dipinjam
B_3890cfc709d771,1,
B_38910c63516080,2,
B_3893ca41efbfb9,1,
B_3894677adc2a3a,1,
B_3894c15d745d80,1,
B_38963a0c828305,3,
B_3899b1f9349b64,2,
B_389bc4b6a00e6d,2,
B_389cbd34817e45,2,
B_389ccdf362a03a,1,
B_389d7c90451307,1,
B_389e0e54dac557,1,
B_389eb701bd900f,1,
B_38a25c6d5c9d19,2,
B_38a8b5a7c97a24,1,
B_38a8e08efa68a3,1,
B_38aa8c5bbcb232,2,
B_38aadb7f0686f0,1,
B_38ab359b105ce3,1,
B_38ae4407368c7f,1,
B_38aec69b562421,1,
B_38aef45dc7025c,2,
B_38af40603c80c8,1,
B_38af961ad91c70,2,
B_38b1727e33b03d,6,
B_38b242685af8c8,2,
B_38b3b2f866a245,1,
B_38b3fc9fc1ccf2,1,
B_38b635ca6f2f9f,1,
B_38b825363a655e,1,
B_38b8a142ed97a9,1,
B_38bbab606eebec,2,
B_38bbc111da5001,1,
B_38bc93fa879a7e,1,
B_38bce5197b41ea,1,
B_38c23731f7f70a,1,
B_38c6025512703e,1,
B_38c635226cc9aa,1,
B_38c6453ddde4a0,4,
B_38c67b8099fc30,2,
B_38c88f0642ea52,1,
B_38cd06fb639688,1,
B_38d29bebcb0007,2,
B_38d536423a42d3,2,
B_38d6926afdee04,2,
B_38db2ba2552ed8,2,
B_38db37bf99781c,1,
B_38dca8f47e7eac,1,
B_38dcde49325edc,4,
B_38dd22443cb467,4,
B_38e0087ccc340e,2,
B_38e17dd652c02b,4,
B_38e655277e7339,1,
B_38e69e83d1d375,1,
B_38e6e755d14c7f,1,
B_38ec4e2e6164c0,1,
B_38ec8a042ca26a,1,
B_38ed0e8e6a2ad7,1,
B_38f42aa8ef8723,1,
B_38fa84c13f40f5,1,
B_38fdf5f8a11f48,1,
B_39022fdb4dc504,4,
B_3903a6599e8ce3,1,
B_390590332b3343,4,
B_3906e3c086ae66,1,Dapat dipinjam
B_39082129a5f528,1,
B_390966b3c252bb,1,
B_391262d0265f64,4,
B_3914c864c6a273,1,
B_39170103339aa9,1,
B_391833cbb64441,2,
B_391e9a70603ef7,2,
B_391f625985ba91,1,
B_3920df27d8ad3e,1,
B_39225c962eacaf,1,
B_39232a8969ff2e,2,Dapat dipinjam
B_3925ae09d5f661,1,
B_3926c6ed4d7c4d,6,
B_392712ded93591,1,
B_3928da565272bc,1,
B_393118c890521e,1,
B_3936e1062e6d95,1,
B_393871cd06b0e3,2,
B_3939f5eb6525aa,2,
B_393abea392685b,1,
B_393b7f6e61301f,2,
B_393be486080653,2,
B_39403815a3128d,4,
B_3940e51dbd234b,1,
B_3941cbb127763b,1,
B_394282946e8444,1,
B_39438eb889d505,1,
B_3946ec0bc2756d,4,
B_39488ae1643b95,1,
B_3949584caf68c6,2,
B_3949a1c78b5255,1,
B_394bdf477c9cbf,1,
B_394ec4ab499261,1,
B_39547ce0aa657f,2,
B_39553c50f689a3,1,
B_3959f77d111394,2,
B_395b5eab33843a,2,
B_395c29b832fb0e,1,
B_395c72467bf299,1,
B_395e6a059cf767,2,
B_3968721cc49620,1,
B_396d48d7caa343,1,
B_3970adba07386c,4,
B_397faa34b9dda1,2,
B_397fbb60fa5d5d,1,
B_398367adf4bb35,1,
B_3984e4b4367b8f,4,
B_3985b2a5580a66,1,
B_39873f1b4a4e2f,1,
B_398b0cc8c676af,1,
B_39912f9ab8751e,1,
B_39940f6245e66f,1,
B_3997c3c68d6295,1,
B_399b730f2aa1b4,1,
B_399cf4db17f4c7,2,
B_39a484a0c98455,1,
B_39a85bad8aff39,2,
B_39a8a9c30f5326,2,
B_39a979bf85ab04,1,
B_39ac7f913d3433,1,
B_39aecc550ecd6d,1,
B_39aef16530df46,1,
B_39afa8e1cfbe82,1,
B_39b0f878cd37a8,2,
B_39b3e1dd721e3b,1,
B_39b5ef6c7bd375,1,
B_39b926aef86efb,1,
B_39ba5317d5c8aa,1,
B_39c29f0b2949d5,1,
B_39c2db840fee06,1,
B_39c4fd8b7caf5e,1,
B_39c50d3c2817f1,2,
B_39c687b5d27aab,1,
B_39c9b00854f0cd,1,
B_39c9e4a7a32306,2,
B_39c9f08a4ce570,2,
B_39cc5a58d55c60,1,
B_39ccfbe7c6eb49,2,
B_39ce46f1e65834,4,
B_39ceaa6cb7f458,4,
B_39cf7d0e284651,4,
B_39cff14a454e69,1,
B_39d0775b856888,2,
B_39d2d4e5af0639,1,
B_39d67c738d738b,4,
B_39d98d7f79699c,2,
B_39d9d7259dbe19,2,
B_39da20d7e9819b,1,
B_39dac2bb577c4d,2,
B_39ddd549744d36,1,
B_39dde8c932d459,1,
B_39df0cc4924964,1,
B_39df630ed64e6b,1,
B_39df9aa3e35b25,1,
B_39e0a8d7a4366e,2,
B_39e0ac7c565348,1,
B_39e4b072e4d520,1,
B_39e69a1a664a21,2,
B_39ea3482ff6774,1,
B_39ec1a13244b9b,2,
B_39f1a020d50273,2,
B_39f50f5798aefa,1,
B_39f72a18b404ca,4,
B_39f7bfd68e4282,1,
B_39f7c90d67417d,1,
B_39f7dbf51182ea,1,
B_39f8aabf5f9aa6,2,
B_39fc9ed3e790e2,1,
B_39fffbcbb25891,3,
B_3a00ab185bc330,2,
B_3a00e97219a409,1,
B_3a01899e1271ef,2,
B_3a0323eebe7656,4,
B_3a037265856fb4,2,
B_3a065461d7e976,1,
B_3a0aa110c80914,2,
B_3a0ae901ee26fc,1,
B_3a0c7ebba15b33,2,
B_3a10c2f24cf624,1,
B_3a140336c040b9,4,
B_3a15cd756e69fe,1,
B_3a161d3c8de60e,1,
B_3a16551751a068,1,
B_3a172491a0b1e9,1,
B_3a17a9cbab298f,1,
B_3a17bc6540a0db,1,
B_3a1a5ff95fe0b5,1,
B_3a1d54b98d6549,1,
B_3a1e24677f6dc1,1,
B_3a221f256fac63,1,
B_3a25526ce266d3,4,
B_3a25945adba9ea,2,
B_3a26741d989d66,2,
B_3a285621e67df9,1,
B_3a28baddf5bc08,1,
B_3a2aaac3018c47,1,
B_3a2c70398dfd42,2,
B_3a2d1501e6e9ac,2,
B_3a2d8d8456762c,1,
B_3a2f4c5d518a74,1,
B_3a2fc7d6f506fb,4,
B_3a306fdf8e1aeb,1,
B_3a32da8cbb2c83,1,
B_3a34d426e02cca,1,
B_3a3c5dbab4b60b,1,
B_3a3dfdf9f8ba92,4,
B_3a3e696a7e14cd,2,
B_3a44621f11432c,2,
B_3a4479b55af72e,1,
B_3a48881d68b7d7,2,
B_3a4991f4ccab1d,2,
B_3a4a985c30676e,2,
B_3a4b8735bce723,2,
B_3a4eae18d21c6a,2,Dapat dipinjam
B_3a4f07d76659df,2,
B_3a51fcaca03e21,2,
B_3a54d9df2a7057,1,
B_3a555a5e0d79c8,1,
B_3a572ebdb9ea78,4,
B_3a5769f291d2dd,4,
B_3a57ecb93d37b0,2,
B_3a5ca6f2806761,1,
B_3a5d0886324def,2,
B_3a5d7e9c0ed699,1,
B_3a6411e48a6523,2,
B_3a693d2f4c62ee,4,
B_3a69cfb59b48cd,2,
B_3a69e2321246d4,2,
B_3a6cd85d79cbd1,1,
B_3a6e70033eaf47,2,
B_3a6f6e4eef983a,1,
B_3a7297e96baefe,1,
B_3a73ca4f2876c8,4,
B_3a7505ed838d8b,2,
B_3a75be700d1c94,2,
B_3a7918615bc29c,1,
B_3a79c7781ab041,2,
B_3a7b6728dd486d,1,
B_3a801fc6640d2c,1,
B_3a80b8eb12f7df,2,Dapat dipinjam
B_3a81cdac152f1a,1,
B_3a82f5c7a6e561,2,Dapat dipinjam
B_3a880c400a1bae,2,
B_3a8919461267ae,1,
B_3a8ddb33fca16c,1,
B_3a9040c3e595ec,1,
B_3a9354f08a078f,4,
B_3a948d18543db4,1,
B_3a949796b4f607,1,
B_3a9544984b9e3d,2,
B_3a97d97cc74ce4,1,
B_3a99c6686281ee,2,
B_3a9d386311fe1a,1,
B_3a9e37b8b86ff9,2,
B_3aa438bb02d736,1,
B_3aa6e7ba7fb24d,1,
B_3aa704337b8dc3,1,
B_3aaaa0a5543e11,2,
B_3aae7038c14c10,2,
B_3ab055ef617872,2,
B_3ab110e8e444bc,1,
B_3ab23c85927284,1,
B_3ab2494ab5e466,2,
B_3ab3e4bc7142ab,1,
B_3ab3e75900fba8,2,
B_3ab5c79ae239b0,1,
B_3ab79371e502f9,2,
B_3abc01be82df2f,1,
B_3abd6e293226d4,1,
B_3ac56b56d7dc23,1,
B_3ac8747e1885f6,1,
B_3ac8ba780965a9,1,
B_3accc7f36fb547,1,
B_3accf782669362,1,
B_3ad07f5a09c8e1,1,
B_3ad0909e53c1f3,1,
B_3ad1abf68d25db,1,
B_3ad28c26cce2be,6,
B_3ad2e56119f8b1,1,
B_3ad2f194bb34be,1,
B_3ad4608e488c1f,2,
B_3ad63559b33afe,4,
B_3ad6547e6c45cc,2,
B_3ad7e245930446,2,Dapat dipinjam
B_3adac5cfe81749,1,
B_3ae143bd80e6d1,1,
B_3ae167bebfab05,1,
B_3ae37ba72032fc,1,
B_3ae37d80bf8f6f,1,
B_3ae65dd0f28e70,2,
B_3ae831eb57001f,1,
B_3ae90c38b1a517,1,
B_3aebc5ad258e3f,1,
B_3aeddd4308bf55,1,
B_3aeee2aac63277,2,
B_3af59ccd5f0176,1,
B_3af915f42eac7a,1,
B_3af94ab48e27d8,2,
B_3afad48f4d6142,1,
B_3afb322e53fa49,1,
B_3afd76f0e6fb82,1,
B_3affc9c940d67e,1,
B_3b007266bd0117,2,
B_3b02cef9bf443c,1,
B_3b0749cefe6899,1,
B_3b098408946228,2,
B_3b09e525ffd930,1,
B_3b0b945d251197,2,
B_3b0e0c6c6b02d7,1,
B_3b0f635bf06f1f,1,
B_3b0f7f89de6dd7,1,
B_3b0f86a60014df,2,
B_3b1829c4632e45,1,
B_3b193fca6edb3f,1,
B_3b19ba7351ecb2,2,
B_3b1d978846c19a,2,
B_3b227548387191,1,
B_3b22dda49a3219,1,
B_3b24c279bb9aaf,2,
B_3b26ff82abf068,1,
B_3b2fa2b00d8c95,1,
B_3b322c8441a902,1,
B_3b336c746df3c9,1,
B_3b35284ca7a0bf,1,
B_3b356671a08ca8,1,
B_3b3870129d3523,2,
B_3b3c56efc1965f,1,
B_3b41586d27edf5,1,
B_3b430db1c38739,1,
B_3b44ad9bafaaae,1,
B_3b450972ebc50c,2,
B_3b464f76887bb3,1,
B_3b4c22a6ea6f12,2,
B_3b4d66996deb13,1,
B_3b4d864b198e46,1,
B_3b52c88a751e2c,1,
B_3b55244116e912,1,
B_3b555698e688fd,2,
B_3b559464a1bf8d,2,
B_3b5737555e4d75,2,
B_3b58138e89e724,1,
B_3b59bf699e6abb,4,
B_3b5caec3b9ea8e,1,
B_3b6245d8ec21c2,2,
B_3b628b295eb5db,2,
B_3b62d96afe68ff,1,
B_3b67bb00580f3b,1,
B_3b6cd74af7e872,2,
B_3b6f042813ea59,2,
B_3b72f028f8a195,5,Baca di tempat
B_3b730501dff78c,1,
B_3b7395c74803c2,2,
B_3b76bca4d604d2,1,
B_3b7827a51f19b8,1,
B_3b785ba1dd3887,2,
B_3b7beca3990cab,2,
B_3b7d4034d95c5e,2,
B_3b7f15c8066b9b,1,
B_3b80ac0837cf70,1,
B_3b816567c1c400,2,
B_3b855a0a46c8bf,2,
B_3b86897cd456ca,2,
B_3b8d1662dae376,5,
B_3b8d972b3c9ddd,2,
B_3b8f020e6e0607,1,
B_3b9249396e8c58,150,
B_3b9310ca2ebac7,1,
B_3b9334a6dd02d9,1,
B_3b9637acc1f46d,1,
B_3b98abd3190c76,2,
B_3b9c314453bc2c,2,
B_3ba128cbfe5ab8,1,
B_3ba1f06a882b5e,1,
B_3ba5a6385d3db9,1,
B_3ba80f13abc4e8,2,
B_3ba85a508cec2a,1,
B_3ba87459a2bd27,2,
B_3ba87c87eb8db8,4,
B_3baa49d8a62a9d,2,
B_3baa8c579fdc55,1,
B_3bab6f95ba3869,1,Dapat dipinjam
B_3bb10a6ae2ff6a,2,Dapat dipinjam
B_3bb21d8b0cd78d,1,
B_3bb29bec079847,1,
B_3bb2ec90cfeff2,1,
B_3bb3ec71a5ca9d,1,
B_3bb4e8ca1cec35,2,
B_3bb59667664131,1,
B_3bb7304da2bfbc,1,
B_3bb837e1b21823,1,
B_3bbbb8dd823840,1,
B_3bbc7d357c61a1,1,
B_3bbeb585307caf,1,
B_3bbf0b45728d5f,4,
B_3bc030212063a9,1,
B_3bc1be36ccf6ba,1,
B_3bc4d1424cd984,1,
B_3bc6318c15cf09,1,
B_3bc651da275ea0,2,
B_3bc81cd1d541b6,1,
B_3bcb02299efaaa,1,
B_3bce965caff5f2,3,
B_3bcf0719362198,4,
B_3bcf2ae50f8dc9,1,
B_3bd048e73e0cbc,1,
